ID,Name,Brand,Category,Price,DiscountPrice,Image_URL
79,"Dawlance Classic Series Microwave Oven 62 Ltr (dw-162-hzp)","Dawlance","Microwave Ovens",50000,47500,"/images/dawlance-dawlance-classic-series-microwave-oven-62-ltr-dw-162-hzp.png"
82,"Dawlance Cooking Series Microwave Oven 20 Ltr (dw-295)","Dawlance","Microwave Ovens",50000,47500,"/images/dawlance-dawlance-cooking-series-microwave-oven-20-ltr-dw-295.png"
83,"Dawlance Cooking Series Microwave Oven 20 Ltr (dw-297-gss)","Dawlance","Microwave Ovens",50000,47500,"/images/dawlance-dawlance-cooking-series-microwave-oven-20-ltr-dw-297-gss.png"
84,"Dawlance Cooking Series Microwave Oven 23 Ltr (dw-393-g)","Dawlance","Microwave Ovens",50000,47500,"/images/dawlance-dawlance-cooking-series-microwave-oven-23-ltr-dw-393-g.png"
88,"Dawlance Cooking Series Microwave Oven 36 Ltr (dw-136-g)","Dawlance","Microwave Ovens",50000,47500,"/images/dawlance-dawlance-cooking-series-microwave-oven-36-ltr-dw-136-g.png"
89,"Dawlance Cooking Series Microwave Oven 42 Ltr (dw-142-hzp)","Dawlance","Microwave Ovens",50000,47500,"/images/dawlance-dawlance-cooking-series-microwave-oven-42-ltr-dw-142-hzp.png"
90,"Dawlance Heating Microwave Oven 23 Ltr (dw-299 Dss)","Dawlance","Microwave Ovens",50000,47500,"/images/dawlance-dawlance-heating-microwave-oven-23-ltr-dw-299-dss.png"
92,"Dawlance Heating Microwave Oven 30 Ltr (dw-330 DS)","Dawlance","Microwave Ovens",50000,47500,"/images/dawlance-dawlance-heating-microwave-oven-30-ltr-dw-330-ds.png"
93,"Dawlance Heating Series Microwave Oven 20 Ltr (dw-210-s)","Dawlance","Microwave Ovens",50000,47500,"/images/dawlance-dawlance-heating-series-microwave-oven-20-ltr-dw-210-s.png"
94,"Dawlance Heating Series Microwave Oven 20 Ltr (dw-220-s)","Dawlance","Microwave Ovens",50000,47500,"/images/dawlance-dawlance-heating-series-microwave-oven-20-ltr-dw-220-s.png"
103,"Haier 32 Liter Microwave Oven Hmn-32100egb (grill/cooking)","Haier","Microwave Ovens",50000,47500,"/images/haier-haier-32-liter-microwave-oven-hmn-32100egb-grill-cooking.png"
104,"Haier 32 Liter Microwave Oven Hmn-32300 (grill/cooking)","Haier","Microwave Ovens",50000,47500,"/images/haier-haier-32-liter-microwave-oven-hmn-32300-grill-cooking.png"
101,"Haier Convection Microwave Oven 30 Liter Model Hgl-30100","Haier","Microwave Ovens",50000,47500,"/images/haier-haier-convection-microwave-oven-30-liter-model-hgl-30100.png"
105,"Haier Grill Series Microwave Oven 23 Ltr White (hgl-23200)","Haier","Microwave Ovens",50000,47500,"/images/haier-haier-grill-series-microwave-oven-23-ltr-white-hgl-23200.png"
102,"Haier Mircrowave Oven 25ltr Solo Hmw-26mbh","Haier","Microwave Ovens",50000,47500,"/images/haier-haier-mircrowave-oven-25ltr-solo-hmw-26mbh.png"
112,"Homage Microwave Oven 23 Litre (hdso-2312b)","Homage","Microwave Ovens",50000,47500,"/images/homage-homage-microwave-oven-23-litre-hdso-2312b.png"
113,"Homage Microwave Oven 34 Ltr (hdg-342s)","Homage","Microwave Ovens",50000,47500,"/images/homage-homage-microwave-oven-34-ltr-hdg-342s.png"
110,"Homage Microwave Oven With Grill (hdg-201s)","Haier","Microwave Ovens",50000,47500,"/images/haier-homage-microwave-oven-with-grill-hdg-201s.png"
111,"Orient Popcorn Microwave Oven 20 Ltr Solo White (popcorn 20m)","Haier","Microwave Ovens",50000,47500,"/images/haier-orient-popcorn-microwave-oven-20-ltr-solo-white-popcorn-20m.png"
