ID,Name,Brand,Category,Price,DiscountPrice,Image_URL
412,"HAIER 32"" K85 UHD Smart Google LED Tv-for Karachi Only","HAIER","LED TVs",56600,51600,"/images/haier-haier-32-k85-uhd-smart-google-led-tv-for-karachi-only.png"
413,"HAIER 40"" K85 UHD Smart Google LED Tv-for Karachi Only","HAIER","LED TVs",73000,68000,"/images/haier-haier-40-k85-uhd-smart-google-led-tv-for-karachi-only.png"
414,"Multynet 32"" Smart LED TV (32ar7)for Karachi Only","Multynet","LED TVs",46000,45200,"/images/multynet-multynet-32-smart-led-tv-32ar7-for-karachi-only.png"
415,"Multynet 50"" Smart 4K LED TV Nx20 (4K) For Karachi Only","Multynet","LED TVs",95000,90400,"/images/multynet-multynet-50-smart-4k-led-tv-nx20-4k-for-karachi-only.png"
416,"Multynet 55"" Q-LED TV (55 Iq50) For Karachi Only","Multynet","LED TVs",110000,106400,"/images/multynet-multynet-55-q-led-tv-55-iq50-for-karachi-only.png"
386,"SAMSUNG 32"" Hd H5000 Smart Tv-for Karachi Only","SAMSUNG","LED TVs",62800,57800,"/images/samsung-samsung-32-hd-h5000-smart-tv-for-karachi-only.png"
400,"SAMSUNG 43"" Crystal UHD U8000f 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",112800,107800,"/images/samsung-samsung-43-crystal-uhd-u8000f-4k-smart-tv-for-karachi-only.png"
387,"SAMSUNG 43"" Full Hd F6000 Smart Tv-for Karachi Only","SAMSUNG","LED TVs",91900,86900,"/images/samsung-samsung-43-full-hd-f6000-smart-tv-for-karachi-only.png"
395,"SAMSUNG 50"" 4K Smart LED TV Du7000-for Karachi Only","SAMSUNG","LED TVs",131600,126600,"/images/samsung-samsung-50-4k-smart-led-tv-du7000-for-karachi-only.png"
401,"SAMSUNG 50"" Crystal UHD U8000f 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",144800,139800,"/images/samsung-samsung-50-crystal-uhd-u8000f-4k-smart-tv-for-karachi-only.png"
390,"SAMSUNG 50"" QLED Q7f 4k-for Karachi Only","SAMSUNG","LED TVs",176500,171500,"/images/samsung-samsung-50-qled-q7f-4k-for-karachi-only.png"
396,"SAMSUNG 55"" 4K Smart LED TV Du7000-for Karachi Only","SAMSUNG","LED TVs",152900,147900,"/images/samsung-samsung-55-4k-smart-led-tv-du7000-for-karachi-only.png"
398,"SAMSUNG 55"" Crystal UHD Du8000 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",173000,168000,"/images/samsung-samsung-55-crystal-uhd-du8000-4k-smart-tv-for-karachi-only.png"
402,"SAMSUNG 55"" Crystal UHD U8000f 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",159800,154800,"/images/samsung-samsung-55-crystal-uhd-u8000f-4k-smart-tv-for-karachi-only.png"
388,"SAMSUNG 55"" QLED Q60d 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",198600,193600,"/images/samsung-samsung-55-qled-q60d-4k-smart-tv-for-karachi-only.png"
409,"SAMSUNG 55"" QLED Q6f 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",184800,179800,"/images/samsung-samsung-55-qled-q6f-4k-smart-tv-for-karachi-only.png"
391,"SAMSUNG 55"" QLED Q7f 4k-for Karachi Only","SAMSUNG","LED TVs",215800,210800,"/images/samsung-samsung-55-qled-q7f-4k-for-karachi-only.png"
399,"SAMSUNG 65"" Crystal UHD Du8000 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",258000,253000,"/images/samsung-samsung-65-crystal-uhd-du8000-4k-smart-tv-for-karachi-only.png"
403,"SAMSUNG 65"" Crystal UHD U8000f 4K Smart Tv-for Karachi Only","SAMSUNG","LED TVs",241800,236800,"/images/samsung-samsung-65-crystal-uhd-u8000f-4k-smart-tv-for-karachi-only.png"
406,"SAMSUNG 65"" Neo QLED Qn70f 4K SAMSUNG Vision Ai Smart Tv-for Karachi Only","SAMSUNG","LED TVs",464800,459800,"/images/samsung-samsung-65-neo-qled-qn70f-4k-samsung-vision-ai-smart-tv-for-karachi-only.png"
